prefcode,n03_007,cityname,building_count,building_types,avg_height,max_height,avg_levels,max_levels,total_building_area_ha,avg_building_area_ha,max_building_area_ha,height_count,levels_count,min_height_count,underground_count,ele_count,date_count,source_count,name_count,editor_count,prefecture_area_ha,building_coverage_percent
30,30801,御坊市,37789,20,,,2.06,4.0,1105.6764,0.0293,1.4219,0,527,0,0,0,31,17391,3534,28,102691.0,1.08
40,40801,福智町,37741,7,,,1.5,2.0,1206.6243,0.032,0.9152,0,146,0,0,0,0,73,876,15,48244.0,2.5
20,20602,松川町,37191,11,,,2.5,3.0,999.1315,0.0269,0.8835,0,154,0,0,77,0,0,3311,12,97847.0,1.02
7,07564,檜枝岐村,37052,5,,,1.71,2.0,430.263,0.0116,0.2485,0,413,0,0,118,0,2537,2124,12,123184.0,0.35
8,08564,八千代町,36916,7,,,2.5,3.0,1082.2345,0.0293,2.0822,0,88,0,0,0,0,23276,1100,18,37199.0,2.91
47,47801,粟国村,36834,7,,,,,476.2462,0.0129,0.2201,0,0,0,0,0,0,42,126,5,33440.0,1.42
12,12801,長南町,36780,2,,,,,601.6685,0.0164,0.4186,0,0,0,0,0,0,60,180,34,36816.0,1.63
37,37406,善通寺市,36499,33,43.0,43.0,2.34,11.0,901.448,0.0247,1.3862,17,901,0,0,0,0,5236,2261,24,37554.0,2.4
20,20602,箕輪町,36421,12,,,1.25,2.0,1735.0416,0.0476,0.9259,0,1232,0,0,0,0,154,4851,15,97847.0,1.77
6,06461,川西町,36225,3,,,1.8,3.0,879.092,0.0243,0.4412,0,175,0,0,0,0,0,350,8,131439.0,0.67
47,47801,糸満市,35784,19,21.75,58.0,4.15,19.0,1641.6595,0.0459,1.5551,168,5502,0,0,0,126,9534,4368,31,33440.0,4.91
23,23801,江南市,35630,12,,,2.56,3.0,3587.4002,0.1007,2.1368,0,630,0,0,0,0,7070,14840,39,91832.0,3.91
7,07564,天栄村,35518,11,,,1.45,2.0,847.5093,0.0239,3.2727,0,6667,0,0,0,0,2596,708,11,123184.0,0.69
47,47801,伊江村,35154,15,,,1.29,3.0,654.2615,0.0186,0.4175,0,294,0,0,0,84,2730,1638,7,33440.0,1.96
2,02450,今別町,35120,8,,,2.5,4.0,627.8749,0.0179,0.6533,0,80,0,0,0,0,3480,1040,17,86420.0,0.73
2,02450,平内町,34840,6,,,1.0,1.0,713.5886,0.0205,0.5047,0,40,0,0,0,0,0,640,10,86420.0,0.83
34,34545,府中市,34560,12,3.0,3.0,,,909.525,0.0263,1.1659,30,0,0,0,30,0,900,270,10,124649.0,0.73
37,37406,多度津町,34527,17,,,2.57,3.0,864.0782,0.025,5.1888,0,119,0,0,0,0,0,2227,19,37554.0,2.3
36,36489,牟岐町,34416,9,,,3.0,5.0,398.3708,0.0116,0.337,0,216,0,0,0,0,144,480,14,72142.0,0.55
8,08564,茨城町,34320,7,6.45,10.1,,,2249.2782,0.0655,2.934,968,0,0,0,968,0,12540,2640,22,37199.0,6.05
8,08564,大子町,34276,10,,,1.42,2.0,977.8206,0.0285,1.2284,0,836,0,0,0,0,264,2596,20,37199.0,2.63
42,42411,五島市,33999,9,,,2.0,2.0,612.3138,0.018,0.6174,0,21,0,0,0,0,1932,231,26,70742.0,0.87
23,23801,長久手市,33880,12,7.35,27.4,2.3,8.0,2926.8653,0.0864,2.4799,1960,700,0,0,1960,140,16520,5180,38,91832.0,3.19
19,19443,道志村,33777,3,,,1.0,1.0,442.3985,0.0131,0.1244,0,27,0,0,0,0,30618,513,20,60248.0,0.73
40,40801,大任町,33726,3,,,,,507.0341,0.015,0.3091,0,0,0,0,0,0,0,73,11,48244.0,1.05
12,12801,勝浦市,33720,9,,,1.5,2.0,793.6765,0.0235,0.6928,0,480,0,0,0,0,840,1320,25,36816.0,2.16
19,19443,山梨市,33669,28,,,2.42,11.0,844.215,0.0251,1.0394,0,2295,0,0,108,0,594,4077,40,60248.0,1.4
19,19443,小菅村,33669,1,,,,,295.511,0.0088,0.1103,0,0,0,0,0,0,3132,54,11,60248.0,0.49
46,46802,日置市,33435,11,,,1.6,2.0,2107.0887,0.063,1.3072,0,225,0,0,0,0,5040,6165,12,68292.0,3.09
14,14402,中井町,33408,12,,,1.79,5.0,1225.396,0.0367,1.6665,0,2262,0,0,0,174,0,6902,18,25393.0,4.83
46,46802,龍郷町,33165,13,,,,,672.6509,0.0203,0.6129,0,0,0,0,0,0,0,2295,5,68292.0,0.98
10,10525,大泉町,32865,14,,,1.08,2.0,2007.1296,0.0611,7.5214,0,420,0,0,0,0,3290,350,17,78108.0,2.57
7,07564,古殿町,32745,3,,,1.0,1.0,466.8915,0.0143,0.3191,0,118,0,0,0,0,0,295,18,123184.0,0.38
47,47801,与那原町,32634,19,4.0,4.0,3.22,12.0,801.7123,0.0246,1.5808,84,5166,0,0,0,0,336,2310,12,33440.0,2.4
45,45443,三股町,32630,9,,,1.16,4.0,722.1811,0.0221,1.3122,0,494,0,0,0,0,28652,1144,7,86802.0,0.83
23,23801,東海市,32480,18,7.23,11.0,1.85,9.0,10464.7386,0.3222,18.4622,4480,3360,0,0,4410,0,14630,3710,25,91832.0,11.4
39,39428,南国市,32470,12,,,1.94,4.0,1618.9927,0.0499,2.1351,0,1598,0,0,0,0,306,544,20,64228.0,2.52
9,09411,壬生町,32225,16,,,1.0,1.0,2003.9673,0.0622,3.1099,0,100,0,0,0,0,75,2450,28,144983.0,1.38
16,16343,立山町,32010,16,,,2.09,4.0,802.7018,0.0251,1.9048,0,1140,0,0,15,75,375,1170,26,124176.0,0.65
26,26465,笠置町,31932,7,,,2.0,2.0,417.8083,0.0131,0.2304,0,72,0,0,0,0,72,684,12,61640.0,0.68
21,21604,北方町,31878,2,,,2.0,2.0,632.2095,0.0198,1.4294,0,42,0,0,0,0,0,1848,10,217761.0,0.29
2,02450,東通村,31840,4,,,3.0,5.0,956.7828,0.03,1.6722,0,200,0,0,0,0,12680,120,8,86420.0,1.11
11,11465,桶川市,31752,11,33.0,33.0,2.03,5.0,1969.0555,0.062,2.288,72,6768,0,0,0,0,12456,3960,30,57789.0,3.41
8,08564,行方市,31724,10,12.65,60.0,2.67,4.0,1854.8041,0.0585,2.1675,440,264,0,0,396,0,440,2596,20,37199.0,4.99
21,21604,各務原市,31710,12,,,2.18,5.0,2213.1905,0.0698,4.8082,0,7602,0,0,0,42,2058,2982,49,217761.0,1.02
37,37406,土庄町,31654,11,,,4.0,5.0,464.7795,0.0147,1.4574,0,119,0,0,0,0,119,476,18,37554.0,1.24
3,03524,田野畑村,31350,4,,,2.0,2.0,534.7784,0.0171,0.3831,0,132,0,0,0,0,99,132,10,125898.0,0.42
46,46802,瀬戸内町,31275,4,,,,,484.0113,0.0155,0.333,0,0,0,0,0,0,0,2430,7,68292.0,0.71
38,38506,西条市,31060,17,,,2.1,4.0,2834.763,0.0913,10.9262,0,200,0,0,0,0,3220,1120,37,58369.0,4.86
40,40801,行橋市,30879,10,,,,,1953.8301,0.0633,2.1881,0,0,0,0,0,0,20513,2701,14,48244.0,4.05
8,08564,鹿嶋市,30800,12,6.3,8.3,1.89,12.0,2792.7364,0.0907,7.7784,308,2684,0,0,308,0,5280,4400,38,37199.0,7.51
28,28586,福崎町,30723,12,,,1.88,3.0,889.843,0.029,1.088,0,392,0,0,0,0,2401,1470,18,69755.0,1.28
37,37406,観音寺市,30719,31,,,9.0,9.0,1695.4115,0.0552,1.8111,0,17,0,0,0,0,0,12274,27,37554.0,4.51
39,39428,いの町,30702,13,,,,,468.2809,0.0153,0.502,0,0,0,0,0,0,1360,1224,19,64228.0,0.73
8,08564,常陸太田市,30668,13,,,2.4,4.0,2328.5238,0.0759,1.3872,0,220,0,0,0,0,1892,6468,30,37199.0,6.26
3,03524,二戸市,30129,7,49.5,49.5,2.0,3.0,1247.3287,0.0414,0.9875,33,99,0,0,0,0,2574,2046,18,125898.0,0.99
20,20602,御代田町,29876,11,4.23,9.0,,,1287.1586,0.0431,2.1767,6699,0,0,0,6699,0,0,3003,16,97847.0,1.32
2,02450,深浦町,29840,10,,,,,474.17,0.0159,0.3848,0,0,0,0,40,0,360,1040,18,86420.0,0.55
23,23801,知多市,29540,7,,,1.67,2.0,2213.6389,0.0749,10.6232,0,210,0,0,0,0,1330,3290,19,91832.0,2.41
12,12801,栄町,29460,13,,,2.04,3.0,799.0513,0.0271,1.1379,0,4260,0,0,0,60,420,1200,12,36816.0,2.17
43,43531,山鹿市,29302,8,,,1.5,2.0,797.4917,0.0272,0.5502,0,98,0,0,0,0,49,2352,20,68382.0,1.17
9,09411,鹿沼市,29300,22,,,2.8,9.0,2095.1199,0.0715,2.3834,0,250,0,0,0,0,325,7875,44,144983.0,1.45
47,47801,北中城村,29106,14,10.0,10.0,4.07,14.0,1193.6008,0.041,3.4227,42,3150,0,0,0,42,15876,1386,21,33440.0,3.57
23,23801,大府市,28910,17,7.96,33.3,1.8,4.0,5234.2788,0.1811,6.4335,2100,1400,0,0,2100,0,6790,5320,35,91832.0,5.7
30,30801,紀美野町,28706,13,,,2.5,3.0,699.3515,0.0244,2.849,0,62,0,0,0,0,1891,1116,9,102691.0,0.68
33,33681,和気町,28489,20,13.5,20.0,2.83,6.0,1061.118,0.0372,1.1574,62,186,0,0,62,0,465,3844,15,82853.0,1.28
31,31403,琴浦町,28462,12,,,2.0,2.0,635.0312,0.0223,1.0129,0,95,0,0,0,0,2546,532,50,76531.0,0.83
10,10525,吉岡町,28350,13,,,,,1320.7483,0.0466,9.3085,0,0,0,0,0,0,5215,1050,14,78108.0,1.69
47,47801,本部町,28224,14,,,2.06,11.0,955.0729,0.0338,1.005,0,2058,0,0,0,84,2898,2058,24,33440.0,2.86
7,07564,玉川村,28143,3,,,,,421.8771,0.015,0.7298,0,0,0,0,0,0,354,236,11,123184.0,0.34
2,02450,三戸町,27920,4,,,2.0,2.0,691.3184,0.0248,1.0371,0,40,0,0,0,0,40,1120,6,86420.0,0.8
28,28586,上郡町,27881,16,,,1.87,3.0,1255.3796,0.045,2.7193,0,1911,0,0,49,0,1568,931,18,69755.0,1.8
9,09411,さくら市,27875,11,,,,,2050.7975,0.0736,2.7526,0,0,0,0,0,0,250,1800,25,144983.0,1.41
18,18501,敦賀市,27574,15,,,2.1,8.0,866.6603,0.0314,2.8095,0,1224,0,0,0,34,11832,935,30,87243.0,0.99
47,47801,嘉手納町,27468,12,13.33,15.0,3.97,11.0,1484.4397,0.054,1.7077,126,1218,0,0,0,0,966,588,13,33440.0,4.44
21,21604,可児市,27090,15,,,1.75,3.0,2691.128,0.0993,7.9611,0,168,0,0,0,0,0,3738,36,217761.0,1.24
29,29453,川上村,26754,3,,,,,295.6075,0.011,0.2059,0,0,0,0,0,0,2847,78,10,67238.0,0.44
15,15586,弥彦村,26640,9,,,,,352.2911,0.0132,0.5146,0,0,0,0,0,0,74,1480,10,117053.0,0.3
17,17463,野々市市,26600,16,,,2.19,4.0,1622.3374,0.061,2.6879,0,703,0,0,19,0,114,4617,44,75492.0,2.15
3,03524,八幡平市,26565,12,,,1.67,3.0,999.5511,0.0376,1.3682,0,99,0,0,0,0,5808,1815,32,125898.0,0.79
30,30801,那智勝浦町,26474,20,,,2.5,3.0,470.9379,0.0178,0.6851,0,124,0,0,31,31,3162,1488,25,102691.0,0.46
10,10525,中之条町,26110,13,,,2.03,4.0,524.0944,0.0201,0.3461,0,4060,0,0,0,0,4340,1575,23,78108.0,0.67
36,36489,小松島市,26088,11,,,1.6,4.0,850.3848,0.0326,2.5448,0,120,0,0,0,0,14736,744,14,72142.0,1.18
13,13808,利島村,26082,3,,,,,279.8224,0.0107,0.1318,0,0,0,0,0,0,22632,345,6,22553.0,1.24
7,07564,広野町,25842,16,230.0,230.0,3.5,6.0,1410.5667,0.0546,2.8411,59,118,0,0,0,0,3422,1947,24,123184.0,1.15
35,35502,長門市,25726,16,,,1.33,2.0,752.3388,0.0292,5.1346,0,57,0,0,0,0,4313,1767,29,102323.0,0.74
8,08564,那珂市,25696,18,,,1.53,3.0,1866.7281,0.0726,2.3619,0,10428,0,0,0,0,3784,4400,25,37199.0,5.02
10,10525,玉村町,25690,15,,,3.5,6.0,772.0839,0.0301,1.4346,0,70,0,0,0,0,70,2800,12,78108.0,0.99
21,21604,白川村,25620,10,,,1.54,2.0,412.5859,0.0161,0.1925,0,2100,0,0,0,126,19362,2730,28,217761.0,0.19
8,08564,龍ケ崎市,25432,10,,,1.0,1.0,2995.6307,0.1178,3.1193,0,44,0,0,0,0,3740,4136,25,37199.0,8.05
13,13808,日の出町,25392,17,,,2.0,2.0,1173.4571,0.0462,0.9962,0,69,0,0,0,0,2553,1518,12,22553.0,5.2
19,19443,早川町,25353,3,,,,,294.1035,0.0116,0.221,0,0,0,0,0,27,9315,135,12,60248.0,0.49
21,21604,美濃加茂市,25326,13,2.5,3.0,2.09,9.0,1135.7006,0.0448,9.7549,336,7728,0,0,0,0,42,1512,19,217761.0,0.52
6,06461,飯豊町,25305,5,,,2.0,2.0,347.3862,0.0137,0.4342,0,35,0,0,0,35,2170,280,9,131439.0,0.26
33,33681,玉野市,25265,17,11.67,28.0,3.0,8.0,1005.1007,0.0398,1.218,186,217,0,0,93,31,7843,7998,23,82853.0,1.21
13,13808,東大和市,25185,11,6.83,10.6,2.32,9.0,1866.0584,0.0741,1.6114,2622,2553,0,1587,2622,0,3795,4209,35,22553.0,8.27
46,46802,いちき串木野市,25155,12,,,1.0,1.0,773.9322,0.0308,1.8693,0,45,0,0,0,45,2070,2790,15,68292.0,1.13
40,40801,那珂川市,25112,8,,,4.23,12.0,1891.4466,0.0753,1.4491,0,949,0,0,0,0,1533,3650,22,48244.0,3.92
20,20602,泰阜村,25025,11,,,3.0,3.0,508.9183,0.0203,0.57,0,154,0,0,0,77,77,3080,8,97847.0,0.52
18,18501,池田町,24905,3,,,,,427.7126,0.0172,0.3814,0,0,0,0,0,17,0,153,4,87243.0,0.49
8,08564,桜川市,24816,11,,,2.0,2.0,1970.1263,0.0794,1.4496,0,88,0,0,0,0,2420,2508,27,37199.0,5.3
34,34545,神石高原町,24810,4,6.9,11.0,2.0,2.0,687.5494,0.0277,4.1479,90,60,0,0,90,0,6030,330,8,124649.0,0.55
2,02450,東北町,24760,5,,,,,1149.2033,0.0464,0.8141,0,0,0,0,0,0,0,560,11,86420.0,1.33
40,40801,赤村,24674,1,,,,,401.1785,0.0163,0.1134,0,0,0,0,0,0,146,73,13,48244.0,0.83
7,07564,葛尾村,24603,2,,,,,526.9301,0.0214,0.5978,0,0,0,0,0,0,3658,59,15,123184.0,0.43
36,36489,吉野川市,24576,18,,,1.0,1.0,761.6678,0.031,0.8798,0,264,0,0,0,0,24,3888,24,72142.0,1.06
44,44462,臼杵市,24534,28,,,2.39,7.0,843.382,0.0344,2.0062,0,1350,0,0,0,18,648,5220,26,90314.0,0.93
9,09411,高根沢町,24500,16,,,1.5,2.0,909.2804,0.0371,2.1391,0,50,0,0,0,0,0,875,18,144983.0,0.63
14,14402,真鶴町,24244,11,,,2.0,3.0,346.0118,0.0143,0.1999,0,580,0,0,0,0,16646,754,17,25393.0,1.36
45,45443,都城市,24206,14,,,1.25,2.0,1665.4602,0.0688,2.9227,0,104,0,0,0,0,11648,1950,34,86802.0,1.92
15,15586,粟島浦村,24161,3,,,1.54,3.0,192.8785,0.008,0.0959,0,1924,0,0,0,0,74,185,8,117053.0,0.16
26,26465,南山城村,24084,6,,,,,355.6453,0.0148,0.4619,0,0,0,0,0,0,2628,540,9,61640.0,0.58
24,24562,いなべ市,23954,10,,,,,2121.363,0.0886,13.5932,0,0,0,0,0,0,13485,1595,33,71118.0,2.98
29,29453,明日香村,23907,8,,,2.5,3.0,369.0933,0.0154,0.4291,0,78,0,0,0,78,3237,1599,21,67238.0,0.55
8,08564,潮来市,23848,8,,,1.78,8.0,1021.1234,0.0428,1.1801,0,4136,0,0,0,0,792,1100,19,37199.0,2.75
31,31403,三朝町,23465,4,,,3.0,3.0,376.0657,0.016,0.8398,0,19,0,0,0,0,1634,323,26,76531.0,0.49
8,08564,阿見町,23320,10,13.65,13.65,2.14,4.0,3619.3344,0.1552,5.2016,44,308,0,0,0,0,1276,1320,17,37199.0,9.73
32,32528,美郷町,23256,7,,,,,299.0374,0.0129,0.3355,0,0,0,0,0,0,22021,228,6,73319.0,0.41
36,36489,東みよし町,23208,10,,,,,481.19,0.0207,0.6104,0,0,0,0,0,0,20088,792,15,72142.0,0.67
47,47801,久米島町,23142,15,12.0,12.0,1.11,3.0,705.9386,0.0305,1.3874,42,5502,0,0,0,0,1050,1218,22,33440.0,2.11
6,06461,鮭川村,23135,4,,,,,349.7984,0.0151,0.2167,0,0,0,0,0,0,1120,70,4,131439.0,0.27
10,10525,安中市,23065,18,,,1.71,7.0,892.9044,0.0387,0.9867,0,7140,0,0,0,0,1400,5180,27,78108.0,1.14
30,30801,新宮市,23033,22,,,2.71,8.0,1076.2009,0.0467,2.3626,0,217,0,0,31,31,6634,2325,30,102691.0,1.05
16,16343,上市町,23010,6,,,2.0,2.0,841.1219,0.0366,2.2263,0,300,0,0,0,0,15,135,11,124176.0,0.68
40,40801,鞍手町,22995,4,,,,,1760.841,0.0766,3.3138,0,0,0,0,0,0,0,0,6,48244.0,3.65
42,42411,島原市,22890,27,,,3.0,6.0,1058.5438,0.0462,0.6522,0,147,0,0,0,0,1911,3885,19,70742.0,1.5
3,03524,九戸村,22836,4,,,,,605.1146,0.0265,0.8114,0,0,0,0,0,0,0,198,16,125898.0,0.48
10,10525,みなかみ町,22820,10,,,3.73,11.0,857.5809,0.0376,1.4321,0,385,0,0,0,0,1260,2835,41,78108.0,1.1
46,46802,三島村,22815,2,,,,,226.7144,0.0099,0.0899,0,0,0,0,0,0,0,315,6,68292.0,0.33
33,33681,奈義町,22754,16,,,1.7,5.0,657.8639,0.0289,0.678,0,713,0,0,0,0,403,4836,16,82853.0,0.79
25,25443,豊郷町,22648,12,,,1.76,3.0,351.5161,0.0155,0.7711,0,931,0,0,0,0,19247,722,15,69305.0,0.51
40,40801,北九州市八幡東区,22411,11,,,5.61,15.0,4042.7925,0.1804,8.0447,0,2263,0,0,0,0,5475,3212,24,48244.0,8.38
13,13808,檜原村,22080,5,,,2.25,3.0,245.4915,0.0111,0.1351,0,276,0,0,0,0,2484,345,16,22553.0,1.09
25,25443,湖南市,21869,17,,,4.29,9.0,672.4875,0.0308,4.0884,0,133,0,0,0,0,437,1368,18,69305.0,0.97
32,32528,隠岐の島町,21812,17,,,5.5,9.0,399.3386,0.0183,2.1042,0,38,0,0,0,0,228,2128,13,73319.0,0.54
21,21604,関ケ原町,21798,9,,,2.33,3.0,880.0567,0.0404,3.3157,0,126,0,0,0,42,210,1764,22,217761.0,0.4
9,09411,那須烏山市,21750,13,,,,,864.9393,0.0398,1.33,0,0,0,0,0,0,50,1800,22,144983.0,0.6
20,20602,信濃町,21560,6,,,,,724.5978,0.0336,0.3177,0,0,0,0,0,0,2233,1309,19,97847.0,0.74
2,02450,黒石市,21520,7,,,1.57,2.0,849.9726,0.0395,0.987,0,280,0,0,0,0,0,1680,15,86420.0,0.98
20,20602,木祖村,21021,1,,,,,395.056,0.0188,0.4501,0,0,0,0,0,0,0,77,2,97847.0,0.4
15,15586,刈羽村,20942,4,,,,,483.4031,0.0231,0.7168,0,0,0,0,0,0,111,629,4,117053.0,0.41
32,32528,江津市,20805,19,,,,,943.2677,0.0453,1.7368,0,0,0,0,0,0,1064,2964,19,73319.0,1.29
13,13808,御蔵島村,20769,2,,,,,172.6133,0.0083,0.1493,0,0,0,0,0,0,0,552,4,22553.0,0.77
38,38506,新居浜市,20680,26,,,4.5,8.0,1675.7412,0.081,5.2041,0,120,0,0,0,0,200,12080,23,58369.0,2.87
30,30801,湯浅町,20398,14,,,2.0,3.0,399.0094,0.0196,0.7091,0,93,0,0,0,0,14198,1209,13,102691.0,0.39
25,25443,栗東市,20292,21,9.0,9.0,3.6,14.0,804.1083,0.0396,1.9311,19,285,0,0,0,0,1121,1406,35,69305.0,1.16
2,02450,田子町,20280,1,,,,,444.8365,0.0219,0.49,0,0,0,0,0,0,0,360,7,86420.0,0.51
10,10525,藤岡市,20265,21,,,1.52,4.0,1578.345,0.0779,2.3548,0,4410,0,0,0,0,630,7490,35,78108.0,2.02
24,24562,亀山市,20242,20,,,1.89,4.0,2197.0155,0.1085,8.8433,0,522,0,29,203,29,1566,3509,28,71118.0,3.09
23,23801,東浦町,20230,11,,,3.0,3.0,3978.9905,0.1967,5.9249,0,70,0,0,0,0,1680,1680,15,91832.0,4.33
12,12801,大多喜町,20100,8,,,1.64,3.0,516.9499,0.0257,0.8949,0,660,0,0,0,0,900,1680,26,36816.0,1.4
20,20602,北相木村,20097,2,,,,,380.8746,0.019,0.3147,0,0,0,0,0,0,0,231,4,97847.0,0.39
20,20602,長和町,20020,5,,,,,683.1932,0.0341,1.1245,0,0,0,0,0,0,3696,2541,12,97847.0,0.7
41,41441,玄海町,19940,14,,,,,553.9466,0.0278,2.1001,0,0,0,0,0,0,0,160,9,48760.0,1.14
43,43531,南小国町,19796,5,,,3.0,3.0,361.4719,0.0183,0.2442,0,49,0,0,0,0,49,441,14,68382.0,0.53
19,19443,市川三郷町,19413,11,,,,,460.0033,0.0237,1.1162,0,0,0,0,0,0,15768,1107,18,60248.0,0.76
9,09411,矢板市,19400,10,,,,,1673.9866,0.0863,3.7855,0,0,0,0,0,0,200,1350,19,144983.0,1.15
24,24562,尾鷲市,19343,19,,,1.25,2.0,515.1232,0.0266,0.6458,0,116,0,0,0,29,580,4437,18,71118.0,0.72
39,39428,香美市,19040,15,,,,,640.9357,0.0337,2.7988,0,0,0,0,0,0,0,1020,21,64228.0,1.0
17,17463,川北町,18886,9,,,2.0,2.0,643.965,0.0341,1.7876,0,19,0,0,0,0,57,1045,9,75492.0,0.85
42,42411,佐々町,18837,3,,,,,583.5965,0.031,4.1,0,0,0,0,0,0,168,210,7,70742.0,0.82
47,47801,大宜味村,18774,14,,,1.8,3.0,457.9967,0.0244,0.4429,0,840,0,0,0,42,1596,1050,13,33440.0,1.37
21,21604,坂祝町,18732,10,,,1.95,2.0,640.1358,0.0342,3.3264,0,924,0,0,0,0,13818,294,12,217761.0,0.29
40,40801,吉富町,18688,2,,,1.0,1.0,468.0144,0.025,0.2804,0,73,0,0,0,0,0,73,7,48244.0,0.97
7,07564,鏡石町,18585,5,,,,,1092.8047,0.0588,2.3083,0,0,0,0,0,0,0,1357,11,123184.0,0.89
43,43531,美里町,18522,14,,,2.0,3.0,899.3476,0.0486,1.8285,0,147,0,0,0,0,49,3332,21,68382.0,1.32
27,27383,熊取町,18216,19,,,1.67,2.0,814.4901,0.0447,0.6576,0,216,0,0,0,0,3672,2736,13,10963.0,7.43
39,39428,土佐市,18122,10,,,,,1138.2343,0.0628,1.1213,0,0,0,0,0,0,3400,544,13,64228.0,1.77
24,24562,明和町,17951,14,,,1.29,2.0,1157.8101,0.0645,2.446,0,203,0,0,0,0,2465,2291,10,71118.0,1.63
19,19443,中央市,17901,18,,,2.0,3.0,692.3305,0.0387,1.5714,0,81,0,0,0,0,1242,1431,21,60248.0,1.15
13,13808,青ヶ島村,17871,8,,,1.76,4.0,202.9963,0.0114,0.1014,0,1449,0,0,0,0,345,897,10,22553.0,0.9
3,03524,一戸町,17853,15,,,2.0,3.0,983.8309,0.0551,1.3597,0,264,0,0,0,0,33,10890,18,125898.0,0.78
21,21604,美濃市,17850,13,,,2.08,5.0,585.8892,0.0328,1.451,0,3906,0,0,0,0,294,1890,14,217761.0,0.27
20,20602,栄村,17787,9,,,1.84,4.0,409.3638,0.023,0.3045,0,8624,0,0,0,0,1386,1309,11,97847.0,0.42
14,14402,開成町,17748,10,16.63,35.0,2.31,5.0,378.7923,0.0213,0.6679,464,5162,0,0,0,0,0,812,8,25393.0,1.49
42,42411,雲仙市,17724,26,,,5.14,12.0,800.6166,0.0452,0.4843,0,147,0,0,0,0,1512,4326,17,70742.0,1.13
20,20602,南箕輪村,17633,12,,,2.0,2.0,878.9965,0.0498,0.8803,0,77,0,0,0,0,77,1617,8,97847.0,0.9
27,27383,能勢町,17496,11,2.5,2.5,1.0,1.0,452.7818,0.0259,0.8584,72,72,0,0,0,0,720,2808,12,10963.0,4.13
44,44462,竹田市,17352,6,,,1.0,1.0,442.0056,0.0255,0.4301,0,18,0,0,0,0,10710,900,31,90314.0,0.49
25,25443,守山市,17328,11,,,6.93,15.0,497.3655,0.0287,4.1811,0,266,0,0,0,0,1292,1615,55,69305.0,0.72
33,33681,吉備中央町,17236,10,30.0,30.0,2.0,3.0,549.4253,0.0319,0.8238,31,62,0,0,31,0,31,589,25,82853.0,0.66
20,20602,天龍村,17171,5,,,,,287.063,0.0167,0.1789,0,0,0,0,0,0,0,1078,4,97847.0,0.29
7,07564,矢吹町,17051,7,,,1.4,3.0,2029.9224,0.1191,4.8744,0,295,0,0,0,0,177,3835,15,123184.0,1.65
32,32528,海士町,17043,5,,,,,267.6107,0.0157,0.3493,0,0,0,0,0,0,0,152,8,73319.0,0.36
33,33681,赤磐市,16740,12,5.0,5.0,2.5,5.0,1337.8052,0.0799,4.427,31,248,0,0,124,0,5270,3286,22,82853.0,1.61
39,39428,黒潮町,16728,12,,,2.0,2.0,309.5561,0.0185,0.4231,0,612,0,0,0,0,68,850,13,64228.0,0.48
39,39428,四万十市,16728,15,,,2.25,4.0,445.2668,0.0266,1.0474,0,136,0,0,0,0,68,952,25,64228.0,0.69
45,45443,日向市,16718,11,,,3.33,4.0,718.9696,0.043,1.5657,0,78,0,0,0,0,12038,702,20,86802.0,0.83
11,11465,北本市,16704,9,,,3.78,5.0,1589.5471,0.0952,2.5458,0,7416,0,0,0,0,936,4968,22,57789.0,2.75
32,32528,津和野町,16682,12,,,1.33,2.0,296.5751,0.0178,0.2867,0,57,0,0,0,0,11400,722,21,73319.0,0.4
9,09411,茂木町,16675,10,,,1.0,1.0,392.604,0.0235,1.0915,0,25,0,0,0,0,50,1000,19,144983.0,0.27
21,21604,土岐市,16632,6,,,2.5,4.0,1083.4782,0.0651,3.7147,0,84,0,0,0,0,84,1344,21,217761.0,0.5
43,43531,甲佐町,16562,3,,,,,332.5743,0.0201,0.4304,0,0,0,0,0,0,3773,98,24,68382.0,0.49
21,21604,垂井町,16548,7,,,,,540.9018,0.0327,0.7054,0,0,0,0,0,42,126,2646,11,217761.0,0.25
6,06461,尾花沢市,16485,5,,,3.0,3.0,392.596,0.0238,0.3918,0,35,0,0,0,35,630,280,12,131439.0,0.3
6,06461,中山町,16450,1,,,,,433.0883,0.0263,0.9295,0,0,0,0,0,0,105,140,6,131439.0,0.33
28,28586,市川町,16219,1,,,2.0,2.0,451.9774,0.0279,0.3686,0,49,0,0,0,0,0,343,7,69755.0,0.65
29,29453,下市町,16185,7,,,,,264.5691,0.0163,1.087,0,0,0,0,0,0,39,936,9,67238.0,0.39
20,20602,川上村,16093,7,,,,,420.0119,0.0261,0.4374,0,0,0,0,0,0,8778,1309,11,97847.0,0.43
11,11465,吉川市,16056,7,,,2.0,4.0,1552.8185,0.0967,1.3782,0,360,0,0,0,0,216,2304,20,57789.0,2.69
10,10525,板倉町,15960,11,,,2.33,3.0,738.0686,0.0462,2.825,0,315,0,0,0,0,525,770,9,78108.0,0.94
46,46802,天城町,15885,1,,,,,395.8989,0.0249,0.2403,0,0,0,0,0,0,15750,90,2,68292.0,0.58
42,42411,松浦市,15855,8,,,2.5,5.0,623.1182,0.0393,3.5292,0,84,0,0,0,0,0,945,15,70742.0,0.88
14,14402,清川村,15718,10,,,2.0,3.0,303.2529,0.0193,0.5431,0,348,0,0,58,58,290,1044,15,25393.0,1.19
